codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
38842;252/2012;2012-07-03;2012-08-07;2014-06-14;Atuar junto ao Fundo de Melhoria da Polícia Civil de Santa Catarina para que o mesmo incremente a supervisão das atividades aéreas, visando evitar a utilização de aeronaves e tripulações em voos para os quais não tenha havido um treinamento adequado.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38842;253/2012;2012-07-03;2012-08-07;2014-06-14;Atuar junto ao Fundo de Melhoria da Polícia Civil de Santa Catarina para avaliar a necessidade de providenciar uma ambulância durante os treinamentos de rapel.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38841;201/2011;2011-08-29;2011-08-29;NULL;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;NULL;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;NULL;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;NULL;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;NULL;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;2011-10-24;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38841;201/2011;2011-08-29;2011-08-29;2011-11-01;Divulgar, em sua área de atuação, a Service Letter L180B, de 13 de novembro de 2001, da Lycoming, para todos os operadores de aeronaves que utilizam motores Lycoming e para todas as oficinas que realizam manutenção no referido tipo de motor.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38840;089/2012;2012-02-22;2012-12-11;2013-03-13;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores da aviação agrícola, alertando-os quanto aos riscos decorrentes da não observância dos limites de peso da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38840;090/2012;2012-02-22;2012-12-11;NULL;Revisar o seu Programa de Treinamento, reforçando aos pilotos os cálculos de performance da aeronave, em especial no tocante aos limites de peso para decolagem.;***;VILLELA;VILLELA AGRO AÉREA
38838;201/2012;2012-06-15;2012-08-08;2012-09-27;Divulgar os ensinamentos da presente investigação aos operadores da aviação geral, enfatizando a importância da infraestrutura e do planejamento adequados para a segurança de voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38838;202/2012;2012-06-15;2012-08-08;2013-10-31;Atuar junto aos operadores da aviação executiva, visando ampliar o seu conhecimento sobre a influência de suas decisões na segurança de voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38835;171/2011;2011-08-01;2011-08-25;2011-09-23;Tomar conhecimento do presente relatório e divulgar no âmbito da aviação geral, enfatizando os aspectos relativos à análise de todas as informações essenciais para o planejamento de uma navegação aérea com segurança.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38820;202/2011;2011-08-29;2011-09-29;2011-10-31;Divulgar o presente Relatório Final aos operadores de helicóptero, enfatizando a importância da utilização de combustível obtido em postos autorizados de venda, bem como de considerar adequadamente as condições meteorológicas da rota a ser voada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38820;203/2011;2011-08-29;2011-09-29;2014-07-17;Reforçar junto aos seus checadores a necessidade de assegurar-se, nos voos de verificação de proficiência (cheques e recheques), de que os pilotos de helicóptero possuam a capacidade de realizar a manobra de autorrotação de maneira adequada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38819;140/2012;2012-03-22;2012-04-20;2012-08-21;Divulgar os ensinamentos colhidos nesta investigação aos operadores aeroagrícolas, a fim de evitar a recorrência de novos acidentes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38818;233/D/09;2009-12-28;2009-12-29;NULL;Inspecionar e controlar adequadamente a validade dos equipamentos CVR, ELT-DFDR e DFDR em todas as aeronaves de sua frota, tendo em vista que tais equipamentos são obrigatórios à operação deste tipo de aeronave, de acordo com a Lista de Equipamentos Mínimos (Minimum Equipment List - MEL).;***;TAF;TAF LINHAS AÉREAS
38818;234/D/09;2009-12-28;2009-12-29;NULL;Atualizar e cumprir rigorosamente o MGO, proporcionando a adequada difusão dos procedimentos de segurança operacional a todos os tripulantes, equipes de manutenção e pessoal de apoio de solo da empresa.;***;TAF;TAF LINHAS AÉREAS
38818;235/D/09;2009-12-28;2009-12-29;NULL;Atualizar todas as coletâneas de navegação da empresa, garantindo que sejam utilizados procedimentos de descida por instrumentos atualizados, com base na data de emissão dos respectivos procedimentos emitidos pelo DECEA.;***;TAF;TAF LINHAS AÉREAS
38818;236/D/09;2009-12-28;2009-12-29;2010-04-05;Reavaliar os procedimentos de controle e verificação das empresas de transporte aéreo regular, evitando que aeronaves sejam autorizadas a realizar voos sem o cumprimento das respectivas Listas de Equipamentos Mínimos (MEL).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38677;138/2012;2012-03-22;2012-04-20;2012-08-21;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores da Aviação Geral, alertando quanto aos riscos decorrentes da falta de supervisão durante os serviços de manutenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38677;139/2012;2012-03-22;2012-04-20;2013-02-20;Incrementar a fiscalização e acompanhamento das oficinas de manutenção, visando evitar a realização de serviços em desacordo com o previsto pelo fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38675;042/2010;2011-08-29;2011-08-29;NULL;Caso os limites de peso e balanceamento permitam, recomenda-se que mantenha os tanques de combustível de sua aeronave sempre cheios entre voos, quando não estiver operando continuamente, como forma de minimizar a possibilidade de formação e condensação do vapor de água.;***;DIVERSOS-J;OPERADOR DA AERONAVE
38660;A-539/CENIPA/2015 - 01;2016-07-07;2016-12-14;2017-02-07;Avaliar a necessidade de emissão de Diretriz de Aeronavegabilidade, ou documento equivalente, referente à incorporação do Service Bulletin 500-32-0011 e do Service Bulletin 500-27-0017 nas aeronaves modelo EMB-500 Phenom 100.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38658;329/2011;2011-11-04;2011-12-06;NULL;Reciclar seus pilotos no tocante à influência das condições climáticas, da altura do voo e da configuração da aeronave na operação agrícola.;***;AEROLIDER;AEROLÍDER AVIAÇÃO AGRÍCOLA
38658;330/2011;2011-11-04;2011-12-06;NULL;Revisar seu Programa de Treinamento, visando assegurar-se de proporcionar a instrução adequada aos pilotos para que operem a aeronave em todas as situações de peso, configuração e condições climáticas presentes na rotina da empresa.;***;AEROLIDER;AEROLÍDER AVIAÇÃO AGRÍCOLA
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38658;331/2011;2011-11-04;2011-11-04;NULL;Divulgar os ensinamentos deste acidente em seminários agrícolas e encontros de segurança de voo, dando ampla divulgação a todos os operadores da aviação agrícola.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38657;137/2012;2012-03-22;2012-04-20;2012-08-21;Adotar mecanismo para a divulgação deste Relatório Final aos operadores da Aviação Geral, alertando-os para a importância de serem considerados, no planejamento do voo, as condições de vento e os limites operacionais da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38655;194/2011;2011-08-29;2011-09-29;2012-03-05;Realizar Vistoria de Segurança de Voo na DIOPAER, buscando se certificar do correto e oportuno preenchimento do Diário de Bordo, em conformidade com a IAC 3151.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38655;195/2011;2011-08-29;2011-09-29;2014-06-12;Certificar-se, por ocasião das Vistorias de Segurança de Voo realizadas nos operadores de Segurança Pública e/ou Defesa Civil, do preenchimento adequado do Diário de Bordo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38655;196/2011;2011-08-29;2011-09-29;2011-12-29;Coordenar e supervisionar a implementação do SGSO no âmbito da DIOPAER, dispensando especial atenção aos métodos de Gerenciamento de Risco adotados, em face das atividades operacionais por eles tratadas, em conformidade com a Resolução Nº 106, de 30 de junho de 2009, emitida pela ANAC.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38655;197/2011;2011-08-29;2011-09-29;2014-06-16;Apreciar a estrutura mínima organizacional voltada para os Operadores de Segurança Pública e/ou Defesa Civil, quando apresentada pela SENASP, visando incluí-la na legislação pertinente.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38655;198/2011;2011-08-29;2011-10-20;NULL;Adequar a estrutura organizacional (organograma) da DIOPAER, buscando contemplá-la com gerências, independentes, incumbidas das atividades de Segurança de Voo, Operações, Manutenção e Administrativa, com os compatíveis recursos humanos.;***;SDS-AL;SECRETARIA DE DEFESA SOCIAL DO ESTADO DE ALAGOAS
38655;199/2011;2011-08-29;2011-10-20;NULL;Instituir um grupo de trabalho por meio do Conselho Nacional dos Operadores de Segurança Pública e/ou Defesa Civil, visando consubstanciar a implementação de uma estrutura mínima organizacional, a ser adotada no âmbito desse segmento, com o propósito de padronizar e otimizar a gestão técnica, administrativa e de Segurança de Voo.;***;SENASP;SECRETARIA NACIONAL DE SEGURANÇA PÚBLICA
38655;200/2011;2011-08-29;2011-10-20;NULL;Submeter a proposta de estrutura mínima organizacional à apreciação da ANAC com intuito de permitir a sua inclusão na legislação pertinente.;***;SENASP;SECRETARIA NACIONAL DE SEGURANÇA PÚBLICA
38647;IG-012/CENIPA/2014 - 001;2014-02-02;2014-03-19;2015-09-09;Atuar junto ao operador da aeronave de modo a divulgar os ensinamentos colhidos na investigação e reforçar os conceitos sterile cockpit, conforme o QRH da aeronave, bem como os conceitos de CRM, a fim de evitar que distrações ou informações inesperadas dos órgãos ATC venham a comprometer os procedimentos de operação normal da aeronave.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38647;IG-012/CENIPA/2014 - 002;2014-02-02;2014-03-20;2015-05-20;Divulgar e ratificar junto aos operadores das Torres de Controle, sob a responsabilidade do DECEA, da fundamental necessidade do cumprimento integral das orientações contidas na ICA 100-12, relativas ao cotejamento de mensagens essenciais às tripulações, contribuindo para evitar falhas de entendimento ou esquecimento nas fases mais críticas do voo.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
38646;410/2012;2012-09-20;2012-10-30;2012-10-30;Divulgar o conteúdo do presente relatório aos operadores da Aviação Geral, enfatizando a importância do conhecimento teórico da aeronave pelos pilotos e do comportamento conservativo quando do planejamento e execução dos voos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38645;A-569/CENIPA/2014 - 01;2014-09-29;2014-12-15;2016-03-03;Realizar auditoria técnica no Aeroclube de Goiânia com intuito de analisar e propor melhorias no processo de manutenção das aeronaves do acervo do operador.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38644;A-620/CENIPA/2014 – 001;2015-04-15;2015-05-26;2016-01-07;Realizar gestões no Aeroporto da Pampulha a fim de verificar o cumprimento da legislação pertinente quanto à correta adequação das sinalizações horizontas e verticais dos pátios e áreas de manobras de aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38644;A-620/CENIPA/2014 – 002;2015-04-15;2015-05-26;2016-01-07;Realizar gestões no Aeroporto da Pampulha a fim de verificar o cumprimento da legislação pertinente quanto ao treinamento e instruções fornecidas aos Sinalizadores de Pátios.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38644;A-620/CENIPA/2014 – 003;2015-04-15;2015-05-26;2016-06-08;Atuar, junto à Starflight Academia de Aviação Civil, de forma a assegurar que os instrutores e alunos sejam orientados sobre procedimentos de estacionamento em locais que apresentem restrições na área de manobras.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38643;132/2012;2012-03-22;2012-04-20;2012-08-21;Divulgar os ensinamentos colhidos na presente investigação, alertando os operadores e tripulantes quanto aos riscos decorrentes da operação das aeronaves em aeródromos não legalizados, bem como do planejamento inadequado para a realização dos voos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38643;133/2012;2012-03-22;2012-04-20;2012-09-12;Reavaliar os requisitos mínimos de experiência recente para pilotos com pouca experiência de voo, a fim de verificar se propiciam o treinamento necessário ao desempenho adequado das tarefas de pilotagem.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38643;134/2012;2012-03-22;2012-04-20;2012-09-12;Incrementar a fiscalização da aviação geral (operando segundo o RBAC 91), a fim de coibir a prática de violações e uso de aeródromos não homologados ou registrados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38643;135/2012;2012-03-22;2012-04-20;NULL;Providenciar a homologação do aeródromo de Mortugaba, BA junto à ANAC.;***;PREF-MORTUGABA;PREFEITURA MUNICIPAL DE MORTUGABA
38641;239/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela adote um Programa de Instrução que detalhe, para cada voo de formação ou manutenção operacional, os exercícios a serem realizados, sua sequência, recomendações de segurança aplicáveis e os fatores de planejamento envolvidos (local, condições meteorológicas, duração da instrução, mínimos de combustível etc.).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;240/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela confeccione um programa formal para a formação dos novos instrutores que vão atuar na escola, contemplando aspectos administrativos, comportamentais e operacionais que consigam minimizar os efeitos da pouca experiência dos instrutores admitidos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;241/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela planeje a instrução de forma a possibilitar a execução de briefings e debriefings com os alunos sem atropelos eventualmente gerados por uma escala de voo com intervalos exíguos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;242/2012;2001-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela estabeleça mecanismos de forma a possibilitar, por parte do comandante da aeronave ou seu preposto, o preenchimento correto das informações a serem lançadas no Diário de Bordo, que é o documento oficial para o registro dos voos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;243/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela aperfeiçoe o seu controle das operações de reabastecimento das aeronaves, assegurando que as decolagens ocorram com o combustível previsto na regulamentação para a realização dos voos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;244/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela aperfeiçoe o preenchimento do Diário de Bordo de suas aeronaves, em concordância com a legislação aplicável.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;245/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela estabeleça treinamentos periódicos para os instrutores de voo do procedimento de autorrotação, a fim de assegurar uma execução correta em caso de realização real.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;246/2012;2012-07-03;2012-08-07;2014-04-28;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela redefina, para todos os voos realizados no âmbito da escola, os mínimos de combustível a serem abastecidos de forma a sempre cumprir, com margem de segurança, os requisitos previstos no RBHA 91 para o tipo de operação realizada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;247/2012;2012-07-03;2012-08-07;2014-04-14;Atuar junto à Bravo Helicópteros Escola de Aviação Civil, a fim de que ela atente para as terminologias previstas para o retorno da aeronave ao serviço, após as intervenções de manutenção, conforme previsto no RBHA 43.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;248/2012;2012-07-03;2012-08-07;2016-03-16;Avaliar a possibilidade de desenvolver um Curso de Padronização de Instrutores de Voo, de forma a difundir e uniformizar a adoção de boas práticas (cognitivas, afetivas e psicomotoras), tanto aos checadores quanto aos instrutores em atividade nas escolas de formação de pilotos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;249/2012;2012-07-03;2012-08-07;2016-03-16;Avaliar a possibilidade de tornar obrigatória, aos centros de formação, aeroclubes e escolas de pilotagem, a confecção de rotinas operacionais (Standard Operational Procedures - SOP) que, além de profissionalizar a instrução e mitigar os efeitos da personalização da instrução, resultará em uma transição mais adequada àqueles que almejam a Aviação de Transporte Aéreo Regular.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38641;250/2012;2012-07-03;2012-08-07;2016-03-16;Avaliar a possibilidade de confeccionar uma publicação similar ao FAA-H-8083-9A - Aviation Instructor's Handbook - da Federal Aviation Administration (FAA), onde se expõe detalhadamente as técnicas de instrução e atributos desejáveis dos instrutores, entre vários outros temas de interesse sobre o assunto.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38638;A-060/CENIPA/2013 - 001;2013-12-30;2014-03-19;2014-06-03;Estudar o desenvolvimento das capacidades do programa de controle - DCERTA, no sentido de coibir irregularidades não detectadas oportunamente quando da passagem dos planos e notificações de voo por tripulantes não qualificados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38638;A-060/CENIPA/2013 - 002;2013-12-30;2014-03-19;2014-08-20;Divulgar o conteúdo deste relatório junto aos membros da Associação Brasileira de Aviação Geral (ABAG) e da Associação de Pilotos e Proprietários de Aeronaves (APPA).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38635;160/2011;2011-08-01;2011-08-25;2014-04-28;Incrementar a fiscalização nas escolas de formação de piloto agrícola, avaliando o fiel cumprimento do Manual do Curso Piloto Agrícola - Avião (MCA 58-17), tendo em vista que nesta investigação verificou-se que as fichas de voo não estavam adequadamente preenchidas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38579;157/2011;2011-08-01;2011-08-01;NULL;Divulgar a presente ocorrência com o objetivo de alertar os proprietários de aeronaves quanto aos aspectos apresentados.;***;AEROC-SC;AEROCLUBE DE SANTA CATARINA
38579;158/2011;2011-08-01;2011-08-01;NULL;Analisar a pane apresentada no conjunto de trem de pouso da aeronave acidentada, com vistas a prevenir novas ocorrências.;***;NOVA;NOVA AERONÁUTICA LTDA
38579;159/2011;2011-08-01;2011-08-01;NULL;Emitir DIVOP com os ensinamentos colhidos neste acidente, a todos os operadores de aeronaves S10-VT e ao aeroclube de Santa Catarina.;***;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38578;A-166/CENIPA/2013 - RSV 001;2013-12-12;2014-02-12;2017-07-24;Atuar junto a Helicópteros do Brasil S/A - Helibras para que seja programada, periodicamente, uma apresentação sobre as responsabilidades dos tripulantes e do Setor de Safety da empresa no caso de uma ocorrência aeronáutica com as aeronaves operadas pela Helibras, de acordo com a legislação em vigor (CBA, RBHA/RBAC, IAC, NSCA e afins).;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38578;A-166/CENIPA/2013 - RSV 002;2013-12-12;2014-02-12;2014-05-19;Atuar junto ao Operador de Aeródromo de Guarulhos, a fim de que sejam adotados procedimentos para a fiscalização periódica dos pátios e áreas de manobras, de forma a detectar e/ou remover, oportunamente, obstáculos e objetos estranhos que possam constituir risco à circulação de aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38578;A-166/CENIPA/2013 - RSV 003;2013-12-12;2014-02-12;NULL;Divulgar o conteúdo deste relatório aos associados, com o objetivo de ressaltar a importância da comunicação das ocorrências aeronáuticas, bem como a questão do gerenciamento da aeronavegabilidade de cada aeronave.;***;ABRAPHE;ASSOCIAÇÃO BRASILEIRA DE PILOTOS DE HELICÓPTEROS
38475;149/A/09;2009-09-30;2009-09-30;2014-10-08;1.          Realizar auditoria na empresa Hora Manutenção LTDA, no sentido de verificar o atendimento, por parte da empresa, aos requisitos de certificação estabelecidos na legislação aeronáutica, no que se refere à qualidade dos serviços de manutenção realizados e aos procedimentos de controle e atualização de publicações técnicas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38475;150/A/09;2009-09-30;2009-09-30;2010-04-05;2.Reavaliar os procedimentos de auditoria em empresas de manutenção aeronáutica, a fim de verificar possíveis lacunas nos processos de fiscalização do controle de publicações técnicas dessas empresas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38475;151/A/09;2009-09-30;2009-09-30;NULL;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38475;151/A/09;2009-09-30;2009-09-30;NULL;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38475;151/A/09;2009-09-30;2009-09-30;NULL;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38475;151/A/09;2009-09-30;2009-09-30;2009-10-09;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38475;151/A/09;2009-09-30;2009-09-30;2009-11-30;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
